Identification	Name	Type	Temperature	Risk	Source
CIP_103031T	Providencia_heimbachae	Bacteria	30	2	Penguin,_feces
CIP_103032T	Providencia_rustigianii	Bacteria	30	2	Human,_feces
CIP_103033	Yokenella_regensburgei	Bacteria	30	1	Human,_wrist_wound
CIP_103034T	Moellerella_wisconsensis	Bacteria	30	1	Human,_stool
CIP_103035	Moellerella_wisconsensis	Bacteria	30	1	Woman,_stool
CIP_103036T	Renibacterium_salmoninarum	Bacteria	18	1	Yearling_chinook_salmon
CIP_103038T	Microbacterium_terregens	Bacteria	22	1	Soil
CIP_103039T	Chryseobacterium_gleum	Bacteria	30	1	Human,_high_vaginal_swab
CIP_103040T	Weeksella_virosa	Bacteria	30	1	Human,_urine
CIP_103041T	Bergeyella_zoohelcum	Bacteria	30	1	Human,_sputum
CIP_103042T	Lactobacillus_fructivorans	Bacteria	25	1	
CIP_103043	Carnobacterium_maltaromaticum	Bacteria	30	1	Refrigerated_vacuum-packged_meet
CIP_103044	Sphingobacterium_spiritivorum	Bacteria	30	1	Human,_blood
CIP_103046	Empedobacter_brevis	Bacteria	30	1	Human,_vaginal
CIP_103050	Sphingopyxis_alaskensis	Bacteria	30	1	Water
CIP_103051	Sphingobacterium_spiritivorum	Bacteria	30	1	Human,_blood
CIP_103053	Chryseobacterium_hominis	Bacteria	30	1	Human,_urethral_swab
CIP_103055	Chryseobacterium_indologenes	Bacteria	30	1	Human,_sputum
CIP_103057	Myroides_odoratimimus	Bacteria	30	1	Human,_pus
CIP_103058	Myroides_odoratimimus	Bacteria	30	1	Human,_urine
CIP_103059	Myroides_odoratimimus	Bacteria	30	1	Human,_leg_slough
CIP_103060	Empedobacter_brevis	Bacteria	30	1	
CIP_103061	Empedobacter_brevis	Bacteria	30	1	
CIP_103063	Chryseobacterium_gleum	Bacteria	30	1	Human,_urine
CIP_103064	Elizabethkingia_meningoseptica	Bacteria	30	2	Human,_blood
CIP_103065	Chryseobacterium_indologenes	Bacteria	30	1	Human,_trachea
CIP_103066	Unnamed_bacterium	Bacteria	30	1	Human,_pus
CIP_103067	Empedobacter_brevis	Bacteria	30	1	
CIP_103068	Chryseobacterium_indologenes	Bacteria	30	1	Human,_blood
CIP_103069	Chryseobacterium_indologenes	Bacteria	30	1	_
CIP_103072	Chryseobacterium_indologenes	Bacteria	30	1	Human,_blood
CIP_103073	Myroides_odoratimimus	Bacteria	30	1	Human,_urine
CIP_103074	Chryseobacterium_indologenes	Bacteria	30	1	
CIP_103075	Myroides_odoratimimus	Bacteria	30	1	Human,_urine
CIP_103076	Empedobacter_brevis	Bacteria	30	1	
CIP_103077	Empedobacter_brevis	Bacteria	30	1	
CIP_103078	Sphingobacterium_multivorum	Bacteria	30	1	Drypool_powder
CIP_103079	Chryseobacterium_gleum	Bacteria	30	1	Child,_conjunctiva
CIP_103080	Sphingobacterium_spiritivorum	Bacteria	30	1	Human,_blood
CIP_103081	Empedobacter_brevis	Bacteria	30	1	
CIP_103083	Empedobacter_brevis	Bacteria	30	1	Human,_vagina
CIP_103086	Chryseobacterium_gleum	Bacteria	30	1	Human,_vagina
CIP_103088	Chryseobacterium_gleum	Bacteria	30	1	Human,_blood
CIP_103090	Sphingobacterium_multivorum	Bacteria	30	1	Human,_urethritis
CIP_103092	Chryseobacterium_indologenes	Bacteria	30	1	Human,_blood
CIP_103093	Sphingobacterium_multivorum	Bacteria	30	1	Human,_urine
CIP_103094	Chryseobacterium_indologenes	Bacteria	30	1	Human,_blood
CIP_103095	Chryseobacterium_indologenes	Bacteria	30	1	Human,_blood
CIP_103096	Chryseobacterium_indologenes	Bacteria	30	1	Human,_urine
CIP_103097	Sphingobacterium_multivorum	Bacteria	30	1	Human,_spinal_fluid
CIP_103098	Sphingobacterium_multivorum	Bacteria	30	1	Human,_blood
CIP_103100	Sphingobacterium_spiritivorum	Bacteria	30	1	Human,_pleural_liquid
CIP_103101	Chryseobacterium_indologenes	Bacteria	30	1	Human,_blood
CIP_103102	Chryseobacterium_indologenes	Bacteria	30	1	Culture_contamination
CIP_103103T	Chryseobacterium_balustinum	Bacteria	30	1	Fish,_blood
CIP_103104T	Empedobacter_brevis	Bacteria	30	1	Human,_bronchial_secretion
CIP_103105T	Myroides_odoratus	Bacteria	30	1	
CIP_103106T	Gluconobacter_oxydans_oxydans	Bacteria	30	1	Beer
CIP_103107T	Komagataeibacter_xylinus	Bacteria	30	1	Mountain_ash_berries
CIP_103108T	Acetobacter_pasteurianus_pasteurianus	Bacteria	30	1	Beer
CIP_103109T	Gluconacetobacter_liquefaciens	Bacteria	30	1	Dried_fruit
CIP_103110T	Komagataeibacter_hansenii	Bacteria	30	1	Local_vinegar_brew
CIP_103111T	Acetobacter_aceti_aceti	Bacteria	30	1	Alcohol_vinegar
CIP_103112T	Polaribacter_glomeratus	Bacteria	15	1	Lake_water
CIP_103113	Moraxella_osloensis	Bacteria	30	1	Child,_node
CIP_103114T	Oligella_ureolytica	Bacteria	30	1	Urine
CIP_103115	Oligella_ureolytica	Bacteria	30	1	Contaminant_of_spinal_fluid
CIP_103116T	Oligella_urethralis	Bacteria	30	1	Ear
CIP_103117T	Paenibacillus_amylolyticus	Bacteria	30	1	Soil
CIP_103118T	Paenibacillus_lautus	Bacteria	30	1	Child,_intestinal_tract
CIP_103119T	Paenibacillus_pabuli	Bacteria	30	1	Green_or_fermenting_fodder
CIP_103120T	Paenibacillus_validus	Bacteria	30	1	Soil
CIP_103121	Paenibacillus_polymyxa	Bacteria	30	1	
CIP_103122T	Paenibacillus_alginolyticus	Bacteria	30	1	Soil
CIP_103123T	Paenibacillus_chondroitinus	Bacteria	30	1	Soil
CIP_103124	Paenibacillus_polymyxa	Bacteria	30	1	Soil
CIP_103126T	Actinomyces_denticolens	Bacteria	37	2	Cow,_dental_plaque
CIP_103127T	Dermabacter_hominis	Bacteria	37	2	Cow,_dental_plaque
CIP_103128T	Actinomyces_naeslundii	Bacteria	37	2	Human,_jaw
CIP_103129T	Arcanobacterium_pyogenes	Bacteria	37	2	Pig
CIP_103130T	Actinomyces_slackii	Bacteria	37	2	Cow,_dental_plaque
CIP_103131	Lactobacillus_plantarum_plantarum	Bacteria	30	1	Dental_caries
CIP_103132	Lactobacillus_plantarum_plantarum	Bacteria	30	1	Dental_caries
CIP_103133T	Lactobacillus_coryniformis_coryniformis	Bacteria	37	1	Silage
CIP_103134T	Lactobacillus_coryniformis_torquens	Bacteria	37	1	Air_contaminant,_dairy_barn
CIP_103135T	Carnobacterium_maltaromaticum	Bacteria	30	1	Raw_milk_with_malty_flavour
CIP_103136T	Lactobacillus_farciminis	Bacteria	30	1	Sausage
CIP_103137T	Lactobacillus_casei	Bacteria	37	1	Cheese
CIP_103138	Lactobacillus_casei	Bacteria	30	1	Pasteurized_milk
CIP_103139T	Lactobacillus_sakei_sakei	Bacteria	37	1	Starter_of_sake
CIP_103140T	Lactobacillus_salivarius	Bacteria	37	1	Saliva
CIP_103141T	Lactobacillus_homohiochii	Bacteria	25	1	Spoiled_sake
CIP_103142T	Lactobacillus_mali	Bacteria	30	1	Apple_juice_from_cider_press
CIP_103143	Lactobacillus_mali	Bacteria	30	1	Wine_must
CIP_103144T	Lactobacillus_aviarus_aviarus	Bacteria	37	1	Chicken,_feces
CIP_103145T	Lactobacillus_aviarus_araffinosus	Bacteria	37	1	Intestinal_content,_healthy_chicken
CIP_103146T	Lactobacillus_helveticus	Bacteria	37	1	Cheese,_Emmental_Swiss
CIP_103147T	Actinomyces_viscosus	Bacteria	37	2	Hamster,_periodontal_disease
CIP_103148T	Actinomyces_meyeri	Bacteria	37	2	Human,_purulent_pleurisy
CIP_103149T	Actinomyces_hordeovulneris	Bacteria	37	2	Canine,_ascite_fluid
CIP_103150T	Gluconobacter_cerinus	Bacteria	30	1	Flower,_Pelargonium_zonale
CIP_103151T	Lactobacillus_plantarum_plantarum	Bacteria	37	1	Frozen_peas
CIP_103152T	Lactobacillus_animalis	Bacteria	37	1	Baboon,_dental_plaque
CIP_103153T	Lactobacillus_ruminis	Bacteria	37	1	Bovine,_rumen
CIP_103154T	Kandleria_vitulina	Bacteria	37	1	Calf_rumen
CIP_103155	Lactobacillus_salivarius	Bacteria	37	1	Saliva
CIP_103156T	Lactobacillus_pentosus	Bacteria	37	1	
CIP_103158	Carnobacterium_maltaromaticum	Bacteria	30	1	Adult_cutthroat_trout,_kidney
CIP_103159T	Carnobacterium_mobile	Bacteria	30	1	Irradiated_chicken_meet
CIP_103160T	Carnobacterium_gallinarum	Bacteria	22	1	Ice_slush_around_chicken_carcasses
CIP_103161T	Cupriavidus_necator	Bacteria	30	1	Soil
CIP_103162T	Yersinia_aldovae	Bacteria	30	2	Drinking_water
CIP_103163T	Yersinia_rohdei	Bacteria	30	2	Dog,_feces
CIP_103164	Lactobacillus_casei	Bacteria	37	1	
CIP_103166T	Aliivibrio_salmonicida	Bacteria	15	2	Diseased_farme_atlantic_salmon
CIP_103167T	Acidomonas_methanolica	Bacteria	30	1	Septic_methanol-yeast_process
CIP_103168T	Chryseobacterium_indoltheticum	Bacteria	30	1	Marine_mud
CIP_103169T	Enterobacter_amnigenus	Bacteria	30	2	Soil
CIP_103170	Lactobacillus_malefermentans	Bacteria	30	1	Beer
CIP_103171	Lactobacillus_parabuchneri	Bacteria	30	1	Brewery_yeast
CIP_103172T	Weissella_confusa	Bacteria	30	1	Sugarcane_juice
CIP_103173T	Vibrio_gazogenes	Bacteria	25	2	Marine_mud
CIP_103174	Vibrio_fluvialis	Bacteria	25	2	River_water
CIP_103176T	Escherichia_hermannii	Bacteria	30	1	Female,_toe
CIP_103177T	Escherichia_vulneris	Bacteria	30	1	Human,_wound
CIP_103178	Lactobacillus_malefermentans	Bacteria	30	1	Beer
CIP_103180T	Lactobacillus_acetotolerans	Bacteria	37	1	Turbid_broth_of_rice_vinegar
CIP_103181T	Proteus_mirabilis	Bacteria	30	2	
CIP_103182T	Providencia_rettgeri	Bacteria	30	2	
CIP_103183T	Cronobacter_sakazakii	Bacteria	30	2	Child,_throat
CIP_103184	Actinomyces_bernardiae	Bacteria	37	2	Human,_abscess
CIP_103186	Actinomyces_odonlyticus	Bacteria	37	2	Human,_peritoneum
CIP_103188	Actinomyces_urogenitalis	Bacteria	37	2	Human,_pus
CIP_103189	Arcanobacterium_pyogenes	Bacteria	37	2	Human
CIP_103191T	Vibrio_diazotrophicus	Bacteria	25	2	Sea_urchin_gastrointestinal_tract
CIP_103192T	Vibrio_harveyi	Bacteria	25	2	Dead_luminescing_amphipod
CIP_103193T	Vibrio_natriegens	Bacteria	25	2	Salt_marsh_mud
CIP_103194T	Vibrio_nereis	Bacteria	25	2	Seawater_enriched_with_propanol
CIP_103195T	Vibrio_nigripulchritudo	Bacteria	25	2	Seawater_enriched_with_chitin
CIP_103196	Vibrio_vulnificus	Bacteria	30	2	Diseased_pond-cultured_eels
CIP_103197T	Pseudoalteromonas_haloplanktis	Bacteria	22	1	
CIP_103198T	Alteromonas_macleodii	Bacteria	25	1	Sea_water
CIP_103199T	Halomonas_cupida	Bacteria	30	1	Seawater
CIP_103200T	Halomonas_pacifica	Bacteria	25	1	Seawater
CIP_103201T	Halomonas_venusta	Bacteria	25	1	Seawater
CIP_103202T	Marinomonas_vaga	Bacteria	25	1	Seawater_enriched_on_glycerol
CIP_103203T	Vibrio_mediterranei	Bacteria	25	2	Coastal_sediment
CIP_103204	Aliivibrio_logei	Bacteria	15	2	Pacific_cod,_skin
CIP_103205T	Vibrio_ordalii	Bacteria	25	2	Moribund_coho_salmon,__kidney_tissue
CIP_103206T	Aliivibrio_fischeri	Bacteria	25	2	
CIP_103207T	Shewanella_hanedai	Bacteria	22	1	Arctic_sediment
CIP_103208T	Aeromonas_media	Bacteria	25	1	Fish_farm_effluent
CIP_103209T	Aeromonas_salmonicida_salmonicida	Bacteria	30	1	Fish,_salmon
CIP_103210T	Aeromonas_salmonicida_masoucida	Bacteria	22	1	Fish_blood,_Oncorhynchus_masou
CIP_103211	Pseudomonas_aeruginosa	Bacteria	30	2	
CIP_103212	Listeria_ivanovii_ivanovii	Bacteria	30	2	Dead_goat
CIP_103213	Listeria_grayi	Bacteria	30	1	Cattle
CIP_103214	Enterococcus_faecalis	Bacteria	37	2	Urine
CIP_103216	Streptococcus_oralis	Bacteria	37	2	Subacute_bacterial_endocarditis
CIP_103217T	Streptococcus_suis	Bacteria	37	2	Pig
CIP_103218T	Streptococcus_porcinus	Bacteria	37	2	Swine,_hemorrhagic_lymph_node
CIP_103219T	Streptococcus_uberis	Bacteria	37	2	
CIP_103220T	Streptococcus_mutans	Bacteria	37	2	Caries_lesion
CIP_103221	Streptococcus_gordonii	Bacteria	37	2	Pyorrhea
CIP_103222T	Streptococcus_downei	Bacteria	37	2	Monkey,_dental_plaque
CIP_103223T	Streptococcus_canis	Bacteria	37	2	Bovine_milk,_mastitis
CIP_103224	Streptococcus_alactolyticus	Bacteria	37	2	Swine,_colon
CIP_103225T	Streptococcus_ferus	Bacteria	37	2	Wild_rat,_mouth
CIP_103226T	Enterococcus_faecium	Bacteria	37	2	Feces
CIP_103227T	Streptococcus_agalactiae	Bacteria	37	2	Milk
CIP_103228T	Streptococcus_equi_zooepidemicus	Bacteria	37	2	Bovine,_mastitis
CIP_103229	Streptococcus_parauberis	Bacteria	37	2	Milk,_mastitis
CIP_103230T	Streptococcus_sobrinus	Bacteria	37	2	Dental_plaque
CIP_103232	Streptococcus_gallolyticus_gallolyticus	Bacteria	37	2	Milk_mastitis
CIP_103233T	Streptococcus_infantarius_infantarius	Bacteria	37	2	Human,_feces
CIP_103234T	Serratia_rubidaea	Bacteria	30	1	
CIP_103235T	Serratia_marcescens_marcescens	Bacteria	30	1	Pond_water
CIP_103236T	Serratia_proteamaculans	Bacteria	30	1	
CIP_103238T	Serratia_liquefaciens	Bacteria	30	1	
CIP_103239T	Serratia_plymuthica	Bacteria	30	1	Water
CIP_103240T	Budvicia_aquatica	Bacteria	22	1	Water
CIP_103241T	Cedecea_neteri	Bacteria	30	1	Human,_foot_wound
CIP_103242T	Abiotrophia_defectiva	Bacteria	37	1	Human,_blood
CIP_103243T	Granulicatella_adiacens	Bacteria	37	1	_Human,_aortic_valves
CIP_103244T	Streptococcus_alactolyticus	Bacteria	37	2	Pig,_intestine
CIP_103245	Streptococcus_bovis	Bacteria	37	2	Mastitis_sample
CIP_103246T	Enterococcus_saccharolyticus_saccharolyticus	Bacteria	37	2	Straw_bedding
CIP_103247T	Streptococcus_constellatus_constellatus	Bacteria	37	2	Purulent_pleurisy
CIP_103248T	Streptococcus_intermedius	Bacteria	37	2	
CIP_103249T	Kurthia_zopfii	Bacteria	30	1	Turkey,_caecum
CIP_103250T	Kurthia_gibsonii	Bacteria	30	1	Meat
CIP_103251T	Brochothrix_thermosphacta	Bacteria	25	1	Pork,_sausage
CIP_103252T	Lactobacillus_sanfranciscensis	Bacteria	37	1	San_Francisco_sour_dough
CIP_103253T	Lactobacillus_zeae	Bacteria	37	1	Corn_steep_liquor
CIP_103256	Lactobacillus_reuteri	Bacteria	37	2	Human,_urine
CIP_103257	Actinomyces_hyovaginalis	Bacteria	37	2	Swine,_udder
CIP_103258T	Actinomyces_bovis	Bacteria	37	2	Cow,_jaw
CIP_103259T	Actinomyces_israelii	Bacteria	37	2	Human,_brain_abscess
CIP_103260	Actinomyces_gerencseriae	Bacteria	37	2	Human,_cervicofacial_actinomycosis
CIP_103261T	Propionibacterium_avidum	Bacteria	37	1	
CIP_103262T	Propionibacterium_granulosum	Bacteria	37	1	Culture_contaminant
CIP_103263T	Propionimicrobium_lymphophilum	Bacteria	37	1	Submaxillary__tissue
CIP_103264	Bacillus_aminovorans	Bacteria	30	1	Soil
CIP_103265T	Bacillus_amyloliquefaciens_amyloliquefaciens	Bacteria	30	1	Soil
CIP_103266T	Sporosarcina_globispora	Bacteria	15	1	Soil
CIP_103267T	Sporosarcina_psychrophila	Bacteria	15	1	
CIP_103268T	Psychrobacillus_insolitus	Bacteria	15	1	Soil
CIP_103269T	Paenibacillus_macquariensis_macquariensis	Bacteria	22	1	Soil
CIP_103270T	Hydrogenophaga_pseudoflava	Bacteria	30	1	River_water
CIP_103271T	Hydrogenophaga_flava	Bacteria	30	1	Ditch_mud
CIP_103272T	Pseudomonas_lundensis	Bacteria	25	1	Prepacked_beef
CIP_103273T	Pseudomonas_pictorum	Bacteria	30	1	Soil
CIP_103274T	Staphylococcus_carnosus_carnosus	Bacteria	37	1	Dry_sausage
CIP_103275T	Staphylococcus_saccharolyticus	Bacteria	37	1	Plasma
CIP_103276	Corynebacterium_urealyticum	Bacteria	37	2	Part_of_endocardium
CIP_103279T	Sporolactobacillus_inulinus	Bacteria	30	1	Chicken_feed
CIP_103281	Pseudomonas_putida	Bacteria	30	1	Channel_water
CIP_103283T	Actinobacillus_capsulatus	Bacteria	37	1	Rabbit
CIP_103284T	Actinobacillus_equuli__equuli	Bacteria	37	1	Foal,_blood
CIP_103285T	Pasteurella_multocida_gallicida	Bacteria	37	2	Bovine
CIP_103286T	Pasteurella_multocida_multocida	Bacteria	30	2	Porcine
CIP_103289	Mannheimia_haemolytica	Bacteria	37	1	Sheep,_nasopharyngeal_mucus
CIP_103290T	Haemophilus_haemolyticus	Bacteria	37	2	Sputum,_chest_infection
CIP_103291	Haemophilus_parainfluenzae_III	Bacteria	37	2	Child,_nasopharynx
CIP_103292T	Aggregatibacter_segnis	Bacteria	37	2	Dental_plaque
CIP_103293T	Pasteurella_dagmatis	Bacteria	37	2	Human,_nose
CIP_103294T	Pasteurella_canis	Bacteria	37	2	Dog,_throat
CIP_103295T	Pseudomonas_chlororaphis_aureofaciens	Bacteria	30	1	Maas_River_Clay_suspended_in_kerosene
CIP_103296T	Herbaspirillum_huttiense_huttiense	Bacteria	30	1	Distilled_water
CIP_103297T	Curvibacter_lanceolatus	Bacteria	25	1	Distilled_water
CIP_103298T	Pseudomonas_mucidolens	Bacteria	25	1	Musty_egg
CIP_103299T	Pseudomonas_taetrolens	Bacteria	25	1	Cause_of_mustiness_in_eggs
CIP_103300T	Pseudoalteromonas_piscicida	Bacteria	25	1	Red-tide_sea_water
CIP_103301T	Sphingomonas_echinoides	Bacteria	25	1	Contaminant,_nutrient_agar_plate
CIP_103302T	Acidovorax_facilis	Bacteria	25	1	Lawn_soil
CIP_103303T	Acidovorax_delafieldii	Bacteria	25	1	Soil_enriched_with_poly-b-hydroxybuty
CIP_103304T	Hydrogenophaga_palleronii	Bacteria	30	1	Water_enriched_for_isolation_of_hydrogen_bacteria
CIP_103305T	Phenylobacterium_immobile	Bacteria	30	1	soil
CIP_103306T	Vogesella_indigofera	Bacteria	25	1	Garden_soil
CIP_103307T	Lactobacillus_kefiranofaciens_kefiranofaciens	Bacteria	30	1	Kefir_grains
CIP_103308T	Jeotgalibacillus_marinus	Bacteria	22	1	Marine_sediment,_237_m_depth
CIP_103310T	Salinivibrio_costicola_costicola	Bacteria	25	1	Bacon_curing_brine
CIP_103311T	Azospirillum_irakense	Bacteria	30	1	Rice_roots
CIP_103312	Azospirillum_irakense	Bacteria	30	1	Rice_rotts
CIP_103313	Staphylococcus_aureus_aureus	Bacteria	37	2	Blood
CIP_103314	Staphylococcus_aureus_aureus	Bacteria	37	2	Blood
CIP_103315T	Leuconostoc_citreum	Bacteria	30	1	Honey-dew_of_rye_ear
CIP_103316T	Leuconostoc_pseudomesenteroides	Bacteria	30	1	Cane_juice
CIP_103318T	Leuconostoc_gelidum_gelidum	Bacteria	25	1	Vacuum_packed_meat
CIP_103319T	Leuconostoc_carnosum	Bacteria	25	1	Vacuum_packed_meat
CIP_103321	Listeria_grayi	Bacteria	30	1	Human,_food
CIP_103322	Listeria_monocytogenes_4b	Bacteria	30	2	Human_isolate_during_Swiss_epidemic
CIP_103323T	Yersinia_bercovieri	Bacteria	30	2	Human,_stool
CIP_103324T	Yersinia_mollaretii	Bacteria	30	2	Soil
CIP_103325	Leuconostoc_mesenteroides_mesenteroides	Bacteria	30	1	
CIP_103326	Leuconostoc_citreum	Bacteria	25	1	Canned_tomatoes
CIP_103327	Yersinia_bercovieri	Bacteria	30	2	Food
CIP_103328	Yersinia_mollaretii	Bacteria	30	2	Feces
CIP_103329T	Enterococcus_raffinosus	Bacteria	37	2	Blood
CIP_103330T	Tetragenococcus_solitarius	Bacteria	37	2	Ear_exudate
CIP_103332	Brachybacterium_conglomeratum	Bacteria	30	1	Poultry,_deep_litter
CIP_103333T	Brachybacterium_faecium	Bacteria	30	1	Poultry,_deep_litter
CIP_103335T	Streptococcus_mitis_1	Bacteria	37	2	Oral_cavity
CIP_103336T	Vibrio_alginolyticus	Bacteria	25	2	Spoiled_horse_mackerel_causing_food_poisoning
CIP_103337T	Corynebacterium_jeikeium	Bacteria	37	2	Human,_blood
CIP_103338T	Pantoea_dispersa	Bacteria	30	1	Soil
CIP_103339	Sphingobacterium_spiritivorum	Bacteria	30	1	Sputum
CIP_103340	Sphingobacterium_spiritivorum	Bacteria	30	1	Peritoneal_fluid
CIP_103341T	Alysiella_crassa	Bacteria	37	1	Sheep,_saliva
CIP_103342T	Alysiella_filiformis	Bacteria	37	1	Sheep,_saliva
CIP_103343T	Neisseria_subflava	Bacteria	30	1	Throat
CIP_103345T	Neisseria_sicca	Bacteria	30	1	Pharyngeal_mucosa
CIP_103346T	Neisseria_macacae	Bacteria	30	1	Oropharynx_of_Rhesus_monkey,_Macaca_mulatta
CIP_103347T	Neisseria_canis	Bacteria	37	1	Dog,_oral_mucosa
CIP_103348T	Bordetella_avium	Bacteria	30	1	Turkey,_respiratory_tract
CIP_103349T	Janthinobacterium_lividum	Bacteria	22	1	Soil
CIP_103350T	Chromobacterium_violaceum	Bacteria	22	1	Fresh_water
CIP_103351T	Iodobacter_fluviatilis	Bacteria	22	1	Fresh_water,_river
CIP_103352	Iodobacter_fluviatilis	Bacteria	22	1	River_water
CIP_103353T	Exiguobacterium_aurantiacum	Bacteria	30	1	Effluent_of_a_potato_processing_factory
CIP_103354T	Actinobacillus_suis	Bacteria	37	1	Pig,_blood
CIP_103355T	Vibrio_fluvialis	Bacteria	25	2	Human_feces
CIP_103356	Enterobacter_cancerogenus	Bacteria	30	2	Arm_wound
CIP_103358T	Enterobacter_asburiae	Bacteria	30	2	Lochia
CIP_103359T	Leminorella_grimontii	Bacteria	30	1	7-month-old_female_with_gastroenteritis
CIP_103360T	Leminorella_richardii	Bacteria	30	1	Female_with_diarrhoea_on_corticosteroid,_stool
CIP_103361T	Serratia_grimesii	Bacteria	30	1	Cheddar_cheese
CIP_103363T	Streptococcus_vestibularis	Bacteria	37	2	Human,_oral_cavity
CIP_103364T	Raoultella_ornithinolytica	Bacteria	30	2	
CIP_103365T	Lactobacillus_hamsteri	Bacteria	37	1	Hamster,_feces
CIP_103366T	Staphylococcus_felis	Bacteria	37	1	Cat,_mass_on_the_auricle
CIP_103367T	Lactobacillus_malefermentans	Bacteria	30	1	Beer
CIP_103368T	Lactobacillus_parabuchneri	Bacteria	30	1	Saliva
CIP_103372T	Streptococcus_hyointestinalis	Bacteria	37	2	Pig,_intestine
CIP_103373T	Pseudospirillum_japonicum	Bacteria	25	1	Marine_shellfish
CIP_103374T	Oceanospirillum_linum	Bacteria	25	1	Seawater
CIP_103375T	Oceanospirillum_beijerinckii	Bacteria	25	1	Seawater
CIP_103376T	Marinospirillum_minutulum	Bacteria	25	1	Putrid_infusion,_marine_shellfish
CIP_103377T	Bifidobacterium_longum_suis	Bacteria	37	1	Pig,_feces
CIP_103379T	Bifidobacterium_cuniculi	Bacteria	37	1	Rabbit,_feces
CIP_103380T	Rarobacter_faecitabidus	Bacteria	30	1	Activated_sludge_in_an_alcoholic_beverage
CIP_103381T	Vibrio_navarrensis	Bacteria	25	2	Sewage
CIP_103382T	Terasakiella_pusilla	Bacteria	25	1	Mussel,_putrid_infusion
CIP_103383T	Oceanospirillum_multiglobuliferum	Bacteria	25	1	Marine_shellfish
CIP_103384	Oceanospirillum_maris	Bacteria	25	1	Putrid_infusion,_oyster
CIP_103385	Oceanospirillum_beijerinckii	Bacteria	25	1	Putrid_infusion,_marine_shellfish
CIP_103404T	Cellulosimicrobium_cellulans	Bacteria	30	1	Chalk_soil
CIP_103405	Leuconostoc_citreum	Bacteria	37	1	
CIP_103406	Bacillus_subtilis	Bacteria	30	1	
CIP_103407T	Lactobacillus_dextrinicus	Bacteria	30	1	Silage
CIP_103408T	Pediococcus_acidilactici	Bacteria	37	1	
CIP_103409T	Clostridium_perfringens_A	Bacteria	37	2	Bovine_gangrene
CIP_103410T	Bacillus_alcalophilus	Bacteria	30	1	Feces
CIP_103411T	Lactobacillus_suebicus	Bacteria	37	1	Apple_mash
CIP_103412	Kocuria_varians	Bacteria	30	1	Human,_skin
CIP_103414	Bacillus_cereus	Bacteria	30	1	
CIP_103415	Lysinibacillus_sphaericus	Bacteria	30	1	
CIP_103417T	Bifidobacterium_gallicum	Bacteria	37	1	Human,_feces
CIP_103418T	Kurthia_sibirica	Bacteria	30	1	Mammoth_found_in_permafrost,_large_intestine
CIP_103420T	Corynebacterium_pseudodiphtheriticum	Bacteria	30	2	Human,_throat
CIP_103421T	Corynebacterium_renale	Bacteria	37	2	Bovine
CIP_103422T	Corynebacterium_pilosum	Bacteria	37	2	Cow
CIP_103423T	Corynebacterium_kutscheri	Bacteria	37	2	Swiss_mouse,_lung_abscess
CIP_103424T	Corynebacterium_cystitidis	Bacteria	37	2	Bovine_urine,_pyelonephritis
CIP_103425	Corynebacterium_urealyticum	Bacteria	37	2	Urine
CIP_103426T	Mannheimia_haemolytica	Bacteria	37	1	
CIP_103427	Bibersteinia_trehalosi	Bacteria	37	2	Septicemia_in_lamb
CIP_103428	Staphylococcus_aureus_aureus	Bacteria	37	2	
CIP_103429	Staphylococcus_aureus_aureus	Bacteria	30	2	Wound
CIP_103430	Micrococcus_luteus	Bacteria	30	1	Air_contaminant
CIP_103431	Neisseria_gonorrhoeae	Bacteria	37	2	Human,_urethritis
CIP_103432	Neisseria_gonorrhoeae	Bacteria	37	2	Human,_urethritis
