DSM_No	Name	Recommended_T_(C)	Domain
1758	Methylobacillus_sp.	30	Bacteria
1760	Methylobacillus_sp.	30	Bacteria
8269	Methylobacillus_sp.	28	Bacteria
17169	Methylobacterium_adhaesivum	28	Bacteria
19013	Methylobacterium_aerolatum	30	Bacteria
8832	Methylobacterium_aminovorans	30	Bacteria
16371	Methylobacterium_aquaticum	28	Bacteria
23931	Methylobacterium_aquaticum	28	Bacteria
19568	Methylobacterium_brachiatum	37	Bacteria
19567	Methylobacterium_brachiatum	28	Bacteria
19569	Methylobacterium_brachiatum	28	Bacteria
24105	Methylobacterium_brachythecii	28	Bacteria
21893	Methylobacterium_bullatum	28	Bacteria
23679	Methylobacterium_cerastii	28	Bacteria
23675	Methylobacterium_cerastii	25	Bacteria
22415	Methylobacterium_dankookense	25	Bacteria
1337	Methylobacterium_extorquens	30	Bacteria
1338	Methylobacterium_extorquens	30	Bacteria
1339	Methylobacterium_extorquens	30	Bacteria
1340	Methylobacterium_extorquens	30	Bacteria
6343	Methylobacterium_extorquens	30	Bacteria
23939	Methylobacterium_extorquens	28	Bacteria
13060	Methylobacterium_extorquens	25	Bacteria
5686	Methylobacterium_fujisawaense	30	Bacteria
24027	Methylobacterium_gnaphalii	28	Bacteria
21331	Methylobacterium_goesingense	28	Bacteria
19564	Methylobacterium_gregans	28	Bacteria
19565	Methylobacterium_gregans	28	Bacteria
24195	Methylobacterium_haplocladii	28	Bacteria
16372	Methylobacterium_hispanicum	28	Bacteria
19015	Methylobacterium_iners	30	Bacteria
17168	Methylobacterium_isbiliense	28	Bacteria
19563	Methylobacterium_komagatae	28	Bacteria
23933	Methylobacterium_longum	28	Bacteria
21328	Methylobacterium_marchantiae	28	Bacteria
1708	Methylobacterium_mesophilicum	26	Bacteria
760	Methylobacterium_organophilum	30	Bacteria
18172	Methylobacterium_organophilum	30	Bacteria
18207	Methylobacterium_oryzae	28	Bacteria
24028	Methylobacterium_oxalidis	28	Bacteria
19562	Methylobacterium_persicinum	28	Bacteria
19779	Methylobacterium_phyllosphaerae	28	Bacteria
15083	Methylobacterium_podarium	37	Bacteria
1819	Methylobacterium_radiotolerans	26	Bacteria
1759	Methylobacterium_rhodesianum	30	Bacteria
5687	Methylobacterium_rhodesianum	30	Bacteria
14457	Methylobacterium_rhodesianum	28	Bacteria
2163	Methylobacterium_rhodinum	30	Bacteria
21955	Methylobacterium_soli	28	Bacteria
1857	Methylobacterium_sp.	30	Bacteria
9256	Methylobacterium_sp.	28	Bacteria
9261	Methylobacterium_sp.	28	Bacteria
9262	Methylobacterium_sp.	28	Bacteria
9263	Methylobacterium_sp.	28	Bacteria
9264	Methylobacterium_sp.	28	Bacteria
18358	Methylobacterium_sp.	28	Bacteria
18359	Methylobacterium_sp.	28	Bacteria
23928	Methylobacterium_sp.	28	Bacteria
23929	Methylobacterium_sp.	28	Bacteria
23930	Methylobacterium_sp.	28	Bacteria
23932	Methylobacterium_sp.	28	Bacteria
23934	Methylobacterium_sp.	28	Bacteria
23935	Methylobacterium_sp.	28	Bacteria
23936	Methylobacterium_sp.	28	Bacteria
23937	Methylobacterium_sp.	28	Bacteria
23938	Methylobacterium_sp.	28	Bacteria
23977	Methylobacterium_sp.	28	Bacteria
30846	Methylobacterium_sp.	28	Bacteria
12291	Methylobacterium_sp.	25	Bacteria
14458	Methylobacterium_suomiense	28	Bacteria
19566	Methylobacterium_tardum	28	Bacteria
25844	Methylobacterium_tarhaniae	28	Bacteria
11490	Methylobacterium_thiocyanatum	30	Bacteria
23631	Methylobacterium_thuringiense	28	Bacteria
23631	Methylobacterium_thuringiense	25	Bacteria
16961	Methylobacterium_variabile	28	Bacteria
5688	Methylobacterium_zatmanii	30	Bacteria
13967	Methylocapsa_acidiphila	22	Bacteria
22158	Methylocapsa_aurea	28	Bacteria
27242	Methyloceanibacter_caenitepidi	35	Bacteria
15510	Methylocella_silvestris	25	Bacteria
15673	Methylocella_tundrae	20	Bacteria
21852	Methylocystis_bryophila	22	Bacteria
16984	Methylocystis_heyeri	20	Bacteria
18500	Methylocystis_hirsuta	28	Bacteria
17261	Methylocystis_rosea	25	Bacteria
22108	Methyloferula_stellata	23	Bacteria
23452	Methylogaea_oryzae	30	Bacteria
16011	Methylohalobius_crimeensis	30	Bacteria
15733	Methylohalomonas_lacus	28	Bacteria
25045	Methyloligella_halotolerans	28	Bacteria
25212	Methyloligella_solikamskensis	28	Bacteria
19749	Methylomarinovum_caldicuralii	45	Bacteria
18976	Methylomarinum_vadi	37	Bacteria
19304	Methylomicrobium_alcaliphilum	28	Bacteria
19305	Methylomicrobium_kenyense	28	Bacteria
25384	Methylomonas_methanica	28	Bacteria
24973	Methylomonas_paludis	25	Bacteria
15732	Methylonatrum_kenyense	28	Bacteria
14953	Methylophaga_alcalica	30	Bacteria
25690	Methylophaga_frappieri	28	Bacteria
24656	Methylophaga_lonarensis	28	Bacteria
5689	Methylophaga_marina	28	Bacteria
25689	Methylophaga_nitratireducenticrescens	28	Bacteria
11578	Methylophaga_sulfidovorans	25	Bacteria
5690	Methylophaga_thalassica	28	Bacteria
22068	Methylophaga_thiooxydans	28	Bacteria
23073	Methylophilus_flavus	28	Bacteria
5898	Methylophilus_glucosoxydans	28	Bacteria
6813	Methylophilus_leisingeri	30	Bacteria
22949	Methylophilus_luteus	28	Bacteria
6330	Methylophilus_methylotrophus	37	Bacteria
5691	Methylophilus_methylotrophus	30	Bacteria
6130	Methylopila_capsulata	30	Bacteria
16542	Methylopila_capsulata	28	Bacteria
6342	Methylopila_helvetica	30	Bacteria
22800	Methylopila_helvetica	28	Bacteria
22718	Methylopila_jiangsuensis	28	Bacteria
24986	Methylopila_musalis	28	Bacteria
29295	Methylopila_oligotropha	28	Bacteria
22001	Methylorosula_polaris	20	Bacteria
13736	Methylosarcina_fibrata	30	Bacteria
13737	Methylosarcina_quisquiliarum	30	Bacteria
18508	Methylosinus_sp.	28	Bacteria
18509	Methylosinus_sp.	28	Bacteria
18510	Methylosinus_sp.	28	Bacteria
18511	Methylosinus_sp.	28	Bacteria
17706	Methylosinus_sporium	28	Bacteria
18750	Methylosoma_difficile	20	Bacteria
17540	Methylotenera_mobilis	30	Bacteria
24635	Methylotenera_versatilis	25	Bacteria
19750	Methylothermus_subterraneus	55	Bacteria
1085	Methyloversatilis_universalis	30	Bacteria
25235	Methyloversatilis_universalis	28	Bacteria
25236	Methyloversatilis_universalis	28	Bacteria
25237	Methyloversatilis_universalis	28	Bacteria
19998	Methylovirgula_ligni	25	Bacteria
6874	Methylovorus_glucosotrophus	30	Bacteria
16018	Methylovorus_mays	28	Bacteria
24715	Methylovorus_menthalis	28	Bacteria
11726	Methylovorus_sp.	30	Bacteria
23269	Methylovulum_miyakonense	28	Bacteria
70321	Metschnikowia_pulcherrima	25	Fungi
70336	Metschnikowia_pulcherrima	25	Fungi
70879	Metschnikowia_pulcherrima	25	Fungi
28659	Metschnikowia_pulcherrima	20	Fungi
70337	Metschnikowia_reukaufii	25	Fungi
70880	Metschnikowia_reukaufii	25	Fungi
3435	Metschnikowia_zobellii	25	Fungi
6381	Meyerozyma_guilliermondii	25	Fungi
70051	Meyerozyma_guilliermondii	25	Fungi
70052	Meyerozyma_guilliermondii	25	Fungi
70057	Meyerozyma_guilliermondii	25	Fungi
22679	Microaerobacter_geothermalis	50	Bacteria
942	Microascus_trigonosporus	28	Fungi
14217	Microbacterium_aerolatum	28	Bacteria
21798	Microbacterium_agarici	28	Bacteria
24221	Microbacterium_amylolyticum	28	Bacteria
19461	Microbacterium_aoyamense	28	Bacteria
19713	Microbacterium_aquimaris	28	Bacteria
8611	Microbacterium_arabinogalactanolyticum	30	Bacteria
20754	Microbacterium_arborescens	30	Bacteria
22421	Microbacterium_arthrosphaerae	28	Bacteria
23998	Microbacterium_assamensis	28	Bacteria
12506	Microbacterium_aurantiacum	30	Bacteria
8600	Microbacterium_aurum	30	Bacteria
18907	Microbacterium_awajiense	28	Bacteria
23848	Microbacterium_azadirachtae	28	Bacteria
20145	Microbacterium_barkeri	30	Bacteria
19164	Microbacterium_binotii	28	Bacteria
12507	Microbacterium_chocolatum	28	Bacteria
8607	Microbacterium_dextranolyticum	30	Bacteria
8609	Microbacterium_esteraromaticum	30	Bacteria
20643	Microbacterium_flavescens	26	Bacteria
18909	Microbacterium_flavum	28	Bacteria
18908	Microbacterium_fluvii	28	Bacteria
12966	Microbacterium_foliorum	28	Bacteria
18659	Microbacterium_ginsengisoli	28	Bacteria
24823	Microbacterium_ginsengiterrae	28	Bacteria
15944	Microbacterium_gubbeenense	28	Bacteria
15855	Microbacterium_halotolerans	28	Bacteria
19179	Microbacterium_hatanonis	28	Bacteria
12509	Microbacterium_hominis	30	Bacteria
21799	Microbacterium_humi	28	Bacteria
16089	Microbacterium_hydrocarbonoxydans	28	Bacteria
24662	Microbacterium_immunditiarum	28	Bacteria
20530	Microbacterium_imperiale	30	Bacteria
19969	Microbacterium_indicum	28	Bacteria
23024	Microbacterium_insulae	28	Bacteria
19600	Microbacterium_invictum	28	Bacteria
8606	Microbacterium_keratanolyticum	30	Bacteria
12510	Microbacterium_ketosireducens	30	Bacteria
13237	Microbacterium_kitamiense	28	Bacteria
18332	Microbacterium_koreense	28	Bacteria
19265	Microbacterium_kribbense	28	Bacteria
20172	Microbacterium_lacticum	30	Bacteria
20427	Microbacterium_lacticum	30	Bacteria
30913	Microbacterium_lacticum	28	Bacteria
18910	Microbacterium_lacus	28	Bacteria
26765	Microbacterium_lacus	28	Bacteria
20140	Microbacterium_laevaniformans	30	Bacteria
25044	Microbacterium_lemovicicum	28	Bacteria
22422	Microbacterium_lindanitolerans	28	Bacteria
20637	Microbacterium_liquefaciens	30	Bacteria
20638	Microbacterium_liquefaciens	30	Bacteria
20143	Microbacterium_luteolum	30	Bacteria
19459	Microbacterium_luticocti	28	Bacteria
28240	Microbacterium_mangrovi	28	Bacteria
18904	Microbacterium_marinilacus	28	Bacteria
24947	Microbacterium_marinum	28	Bacteria
24948	Microbacterium_marinum	28	Bacteria
12512	Microbacterium_maritypicum	28	Bacteria
24780	Microbacterium_mitrae	28	Bacteria
22178	Microbacterium_murale	28	Bacteria
17277	Microbacterium_natoriense	28	Bacteria
24985	Microbacterium_neimengense	28	Bacteria
16091	Microbacterium_oleivorans	28	Bacteria
30826	Microbacterium_oleivorans	28	Bacteria
30887	Microbacterium_oleivorans	28	Bacteria
30888	Microbacterium_oleivorans	28	Bacteria
23396	Microbacterium_oryzae	28	Bacteria
20578	Microbacterium_oxydans	30	Bacteria
16915	Microbacterium_paludicola	28	Bacteria
15019	Microbacterium_paraoxydans	37	Bacteria
15020	Microbacterium_paraoxydans	37	Bacteria
15021	Microbacterium_paraoxydans	37	Bacteria
15461	Microbacterium_paraoxydans	28	Bacteria
30839	Microbacterium_paraoxydans	28	Bacteria
13468	Microbacterium_phyllosphaerae	28	Bacteria
22239	Microbacterium_profundi	28	Bacteria
22185	Microbacterium_pseudoresistens	28	Bacteria
21018	Microbacterium_pumilum	28	Bacteria
23142	Microbacterium_pygmaeum	28	Bacteria
25564	Microbacterium_radiodurans	28	Bacteria
11986	Microbacterium_resistens	30	Bacteria
11987	Microbacterium_resistens	30	Bacteria
28107	Microbacterium_saccharophilum	28	Bacteria
20169	Microbacterium_saperdae	30	Bacteria
20489	Microbacterium_schleiferi	30	Bacteria
20606	Microbacterium_schleiferi	30	Bacteria
18905	Microbacterium_sediminicola	28	Bacteria
23767	Microbacterium_sediminis	28	Bacteria
23885	Microbacterium_soli	28	Bacteria
20028	Microbacterium_sp.	30	Bacteria
20618	Microbacterium_sp.	30	Bacteria
20619	Microbacterium_sp.	30	Bacteria
20620	Microbacterium_sp.	30	Bacteria
20621	Microbacterium_sp.	30	Bacteria
16485	Microbacterium_sp.	28	Bacteria
17404	Microbacterium_sp.	28	Bacteria
17559	Microbacterium_sp.	28	Bacteria
17560	Microbacterium_sp.	28	Bacteria
21573	Microbacterium_sp.	28	Bacteria
27099	Microbacterium_sp.	28	Bacteria
27576	Microbacterium_sp.	28	Bacteria
30603	Microbacterium_sp.	28	Bacteria
30638	Microbacterium_sp.	28	Bacteria
16539	Microbacterium_sp.	20	Bacteria
25937	Microbacterium_suwonense	28	Bacteria
8610	Microbacterium_terrae	30	Bacteria
20449	Microbacterium_terregens	26	Bacteria
20166	Microbacterium_testaceum	30	Bacteria
20526	Microbacterium_testaceum	30	Bacteria
12511	Microbacterium_thalassium	28	Bacteria
8608	Microbacterium_trichothecenolyticum	30	Bacteria
16931	Microbacterium_ulmi	28	Bacteria
16914	Microbacterium_xylanilyticum	28	Bacteria
23203	Microbacterium_yannicii	28	Bacteria
43164	Microbispora_amethystogenes	37	Bacteria
44681	Microbispora_corallina	28	Bacteria
44682	Microbispora_corallina	28	Bacteria
44105	Microbispora_griseoalba	28	Bacteria
45428	Microbispora_hainanensis	28	Bacteria
43048	Microbispora_mesophila	37	Bacteria
43840	Microbispora_rosea_subsp._aerata	50	Bacteria
43166	Microbispora_rosea_subsp._aerata	37	Bacteria
43176	Microbispora_rosea_subsp._aerata	37	Bacteria
43025	Microbispora_rosea_subsp._rosea	37	Bacteria
43165	Microbispora_rosea_subsp._rosea	28	Bacteria
43837	Microbispora_rosea_subsp._rosea	28	Bacteria
43838	Microbispora_rosea_subsp._rosea	28	Bacteria
43839	Microbispora_rosea_subsp._rosea	28	Bacteria
46157	Microbispora_rosea_subsp._rosea	28	Bacteria
46158	Microbispora_rosea_subsp._rosea	28	Bacteria
46159	Microbispora_rosea_subsp._rosea	28	Bacteria
46160	Microbispora_rosea_subsp._rosea	28	Bacteria
46161	Microbispora_rosea_subsp._rosea	28	Bacteria
46162	Microbispora_rosea_subsp._rosea	28	Bacteria
45498	Microbispora_siamensis	28	Bacteria
27121	Microbotryum_saponariae	22	Fungi
9427	Microbotryum_scorzonerae	20	Fungi
9428	Microbotryum_violaceum	20	Fungi
19200	Microbulbifer_agarilyticus	30	Bacteria
6810	Microbulbifer_elongatus	20	Bacteria
18651	Microbulbifer_epialgicus	28	Bacteria
11525	Microbulbifer_hydrolyticus	28	Bacteria
24146	Microbulbifer_taiwanensis	28	Bacteria
19189	Microbulbifer_thermotolerans	42	Bacteria
18851	Microcella_alkaliphila	35	Bacteria
19627	Microcella_putealis	35	Bacteria
27472	Micrococcus_aloeverae	28	Bacteria
23974	Micrococcus_cohnii	28	Bacteria
17945	Micrococcus_endophyticus	28	Bacteria
19079	Micrococcus_flavus	28	Bacteria
30824	Micrococcus_flavus	28	Bacteria
23694	Micrococcus_lactis	30	Bacteria
14234	Micrococcus_luteus	37	Bacteria
46257	Micrococcus_luteus	37	Bacteria
1605	Micrococcus_luteus	30	Bacteria
1790	Micrococcus_luteus	30	Bacteria
20030	Micrococcus_luteus	30	Bacteria
14235	Micrococcus_luteus	28	Bacteria
27730	Micrococcus_luteus	28	Bacteria
30500	Micrococcus_luteus	28	Bacteria
30503	Micrococcus_luteus	28	Bacteria
30504	Micrococcus_luteus	28	Bacteria
30505	Micrococcus_luteus	28	Bacteria
30506	Micrococcus_luteus	28	Bacteria
30507	Micrococcus_luteus	28	Bacteria
30508	Micrococcus_luteus	28	Bacteria
30509	Micrococcus_luteus	28	Bacteria
30513	Micrococcus_luteus	28	Bacteria
30516	Micrococcus_luteus	28	Bacteria
30517	Micrococcus_luteus	28	Bacteria
30519	Micrococcus_luteus	28	Bacteria
30522	Micrococcus_luteus	28	Bacteria
30524	Micrococcus_luteus	28	Bacteria
30525	Micrococcus_luteus	28	Bacteria
30526	Micrococcus_luteus	28	Bacteria
30527	Micrococcus_luteus	28	Bacteria
30528	Micrococcus_luteus	28	Bacteria
30530	Micrococcus_luteus	28	Bacteria
30531	Micrococcus_luteus	28	Bacteria
30532	Micrococcus_luteus	28	Bacteria
30552	Micrococcus_luteus	28	Bacteria
30555	Micrococcus_luteus	28	Bacteria
30557	Micrococcus_luteus	28	Bacteria
30561	Micrococcus_luteus	28	Bacteria
30563	Micrococcus_luteus	28	Bacteria
30564	Micrococcus_luteus	28	Bacteria
30566	Micrococcus_luteus	28	Bacteria
30567	Micrococcus_luteus	28	Bacteria
30569	Micrococcus_luteus	28	Bacteria
30572	Micrococcus_luteus	28	Bacteria
30573	Micrococcus_luteus	28	Bacteria
30577	Micrococcus_luteus	28	Bacteria
30579	Micrococcus_luteus	28	Bacteria
30580	Micrococcus_luteus	28	Bacteria
30582	Micrococcus_luteus	28	Bacteria
30588	Micrococcus_luteus	28	Bacteria
30613	Micrococcus_luteus	28	Bacteria
30616	Micrococcus_luteus	28	Bacteria
30625	Micrococcus_luteus	28	Bacteria
30633	Micrococcus_luteus	28	Bacteria
30644	Micrococcus_luteus	28	Bacteria
30657	Micrococcus_luteus	28	Bacteria
30659	Micrococcus_luteus	28	Bacteria
30660	Micrococcus_luteus	28	Bacteria
30661	Micrococcus_luteus	28	Bacteria
30663	Micrococcus_luteus	28	Bacteria
30664	Micrococcus_luteus	28	Bacteria
30665	Micrococcus_luteus	28	Bacteria
30666	Micrococcus_luteus	28	Bacteria
30668	Micrococcus_luteus	28	Bacteria
30669	Micrococcus_luteus	28	Bacteria
30674	Micrococcus_luteus	28	Bacteria
30680	Micrococcus_luteus	28	Bacteria
30685	Micrococcus_luteus	28	Bacteria
30712	Micrococcus_luteus	28	Bacteria
30718	Micrococcus_luteus	28	Bacteria
30732	Micrococcus_luteus	28	Bacteria
30745	Micrococcus_luteus	28	Bacteria
30790	Micrococcus_luteus	28	Bacteria
30808	Micrococcus_luteus	28	Bacteria
30810	Micrococcus_luteus	28	Bacteria
30828	Micrococcus_luteus	28	Bacteria
30850	Micrococcus_luteus	28	Bacteria
30853	Micrococcus_luteus	28	Bacteria
30857	Micrococcus_luteus	28	Bacteria
30872	Micrococcus_luteus	28	Bacteria
30880	Micrococcus_luteus	28	Bacteria
30890	Micrococcus_luteus	28	Bacteria
30908	Micrococcus_luteus	28	Bacteria
30909	Micrococcus_luteus	28	Bacteria
30911	Micrococcus_luteus	28	Bacteria
30917	Micrococcus_luteus	28	Bacteria
46261	Micrococcus_luteus	28	Bacteria
2786	Micrococcus_luteus	26	Bacteria
20315	Micrococcus_lylae	37	Bacteria
20318	Micrococcus_lylae	28	Bacteria
30578	Micrococcus_lylae	28	Bacteria
30762	Micrococcus_lylae	28	Bacteria
30771	Micrococcus_sp.	28	Bacteria
30815	Micrococcus_sp.	28	Bacteria
30852	Micrococcus_sp.	28	Bacteria
30858	Micrococcus_sp.	28	Bacteria
30937	Micrococcus_sp.	28	Bacteria
30938	Micrococcus_sp.	28	Bacteria
28110	Micrococcus_terreus	28	Bacteria
21948	Micrococcus_yunnanensis	28	Bacteria
62072	Microdochium_bolleyi	24	Fungi
62073	Microdochium_bolleyi	24	Fungi
62278	Microdochium_nivale	15	Fungi
62281	Microdochium_nivale_var._majus	15	Fungi
18424	Microlunatus_aurantiacus	28	Bacteria
26248	Microlunatus_cavernae	28	Bacteria
17942	Microlunatus_ginsengisoli	28	Bacteria
18662	Microlunatus_panaciterrae	28	Bacteria
22083	Microlunatus_parietis	28	Bacteria
10555	Microlunatus_phosphovorus	30	Bacteria
21800	Microlunatus_soli	28	Bacteria
26486	Microlunatus_terrae	28	Bacteria
43813	Micromonospora_aurantiaca	37	Bacteria
44438	Micromonospora_aurantiaca	37	Bacteria
45487	Micromonospora_aurantiaca	28	Bacteria
44815	Micromonospora_auratinigra	28	Bacteria
45758	Micromonospora_avicenniae	28	Bacteria
43168	Micromonospora_carbonacea	28	Bacteria
43815	Micromonospora_carbonacea	28	Bacteria
45246	Micromonospora_chaiyaphumensis	28	Bacteria
43026	Micromonospora_chalcea	28	Bacteria
43116	Micromonospora_chalcea	28	Bacteria
43127	Micromonospora_chalcea	28	Bacteria
43895	Micromonospora_chalcea	28	Bacteria
44151	Micromonospora_chersina	28	Bacteria
45160	Micromonospora_chokoriensis	28	Bacteria
43903	Micromonospora_citrea	28	Bacteria
43143	Micromonospora_coerulea	28	Bacteria
44396	Micromonospora_coerulea	28	Bacteria
44397	Micromonospora_coerulea	28	Bacteria
46121	Micromonospora_coerulea	28	Bacteria
44875	Micromonospora_coriariae	28	Bacteria
45161	Micromonospora_coxensis	28	Bacteria
45599	Micromonospora_cremea	28	Bacteria
44814	Micromonospora_eburnea	28	Bacteria
43904	Micromonospora_echinaurantiaca	28	Bacteria
43913	Micromonospora_echinofusca	28	Bacteria
1039	Micromonospora_echinospora	28	Bacteria
1040	Micromonospora_echinospora	28	Bacteria
43036	Micromonospora_echinospora	28	Bacteria
43141	Micromonospora_echinospora	28	Bacteria
43816	Micromonospora_echinospora	28	Bacteria
44398	Micromonospora_endolithica	28	Bacteria
45644	Micromonospora_equina	28	Bacteria
43906	Micromonospora_fulviviridis	28	Bacteria
45626	Micromonospora_haikouensis	28	Bacteria
43171	Micromonospora_halophytica	28	Bacteria
45598	Micromonospora_halotolerans	28	Bacteria
45647	Micromonospora_humi	28	Bacteria
43819	Micromonospora_inositola	28	Bacteria
46123	Micromonospora_inyonensis	28	Bacteria
45876	Micromonospora_jinlongensis	28	Bacteria
45612	Micromonospora_kangleipakensis	28	Bacteria
45344	Micromonospora_krabiensis	28	Bacteria
44870	Micromonospora_lupini	28	Bacteria
44873	Micromonospora_lupini	28	Bacteria
44874	Micromonospora_lupini	28	Bacteria
45555	Micromonospora_marina	28	Bacteria
45782	Micromonospora_maritima	28	Bacteria
44100	Micromonospora_matsumotoense	28	Bacteria
44830	Micromonospora_mirobrigensis	28	Bacteria
45248	Micromonospora_narathiwatensis	28	Bacteria
43818	Micromonospora_nigra	26	Bacteria
43868	Micromonospora_olivasterospora	28	Bacteria
43817	Micromonospora_pallida	26	Bacteria
45245	Micromonospora_pattaloongensis	28	Bacteria
43363	Micromonospora_peucetia	28	Bacteria
45175	Micromonospora_pisi	28	Bacteria
45886	Micromonospora_polyrhachis	28	Bacteria
43814	Micromonospora_purpureochromogenes	28	Bacteria
43821	Micromonospora_purpureochromogenes	26	Bacteria
45431	Micromonospora_rhizosphaerae	28	Bacteria
44983	Micromonospora_rifamycinica	28	Bacteria
803	Micromonospora_rosaria	28	Bacteria
44868	Micromonospora_saelicesensis	28	Bacteria
44869	Micromonospora_saelicesensis	28	Bacteria
44871	Micromonospora_saelicesensis	28	Bacteria
30764	Micromonospora_saelicesensis	25	Bacteria
43912	Micromonospora_sagamiensis	28	Bacteria
44887	Micromonospora_sagamiensis_subsp._flava	28	Bacteria
44885	Micromonospora_sagamiensis_subsp._nonreducans	28	Bacteria
44888	Micromonospora_sagamiensis_subsp._nonreducans	28	Bacteria
44886	Micromonospora_sagamiensis_subsp._sagamiensis	28	Bacteria
45708	Micromonospora_schwarzwaldensis	28	Bacteria
45794	Micromonospora_sediminicola	28	Bacteria
45097	Micromonospora_siamensis	28	Bacteria
45704	Micromonospora_sonneratiae	28	Bacteria
43312	Micromonospora_sp.	37	Bacteria
43313	Micromonospora_sp.	37	Bacteria
43314	Micromonospora_sp.	37	Bacteria
43472	Micromonospora_sp.	37	Bacteria
801	Micromonospora_sp.	28	Bacteria
802	Micromonospora_sp.	28	Bacteria
1043	Micromonospora_sp.	28	Bacteria
1044	Micromonospora_sp.	28	Bacteria
43126	Micromonospora_sp.	28	Bacteria
43170	Micromonospora_sp.	28	Bacteria
43172	Micromonospora_sp.	28	Bacteria
43295	Micromonospora_sp.	28	Bacteria
43409	Micromonospora_sp.	28	Bacteria
43410	Micromonospora_sp.	28	Bacteria
43411	Micromonospora_sp.	28	Bacteria
43412	Micromonospora_sp.	28	Bacteria
43413	Micromonospora_sp.	28	Bacteria
43414	Micromonospora_sp.	28	Bacteria
43415	Micromonospora_sp.	28	Bacteria
43416	Micromonospora_sp.	28	Bacteria
43417	Micromonospora_sp.	28	Bacteria
43418	Micromonospora_sp.	28	Bacteria
43419	Micromonospora_sp.	28	Bacteria
43420	Micromonospora_sp.	28	Bacteria
43421	Micromonospora_sp.	28	Bacteria
43422	Micromonospora_sp.	28	Bacteria
43423	Micromonospora_sp.	28	Bacteria
43424	Micromonospora_sp.	28	Bacteria
43426	Micromonospora_sp.	28	Bacteria
43427	Micromonospora_sp.	28	Bacteria
43429	Micromonospora_sp.	28	Bacteria
43430	Micromonospora_sp.	28	Bacteria
43443	Micromonospora_sp.	28	Bacteria
43444	Micromonospora_sp.	28	Bacteria
43445	Micromonospora_sp.	28	Bacteria
43449	Micromonospora_sp.	28	Bacteria
43453	Micromonospora_sp.	28	Bacteria
43454	Micromonospora_sp.	28	Bacteria
43455	Micromonospora_sp.	28	Bacteria
43457	Micromonospora_sp.	28	Bacteria
43458	Micromonospora_sp.	28	Bacteria
43892	Micromonospora_sp.	28	Bacteria
43902	Micromonospora_sp.	28	Bacteria
43905	Micromonospora_sp.	28	Bacteria
43907	Micromonospora_sp.	28	Bacteria
43908	Micromonospora_sp.	28	Bacteria
43915	Micromonospora_sp.	28	Bacteria
43918	Micromonospora_sp.	28	Bacteria
44327	Micromonospora_sp.	28	Bacteria
44328	Micromonospora_sp.	28	Bacteria
44329	Micromonospora_sp.	28	Bacteria
44331	Micromonospora_sp.	28	Bacteria
44332	Micromonospora_sp.	28	Bacteria
44334	Micromonospora_sp.	28	Bacteria
44335	Micromonospora_sp.	28	Bacteria
44336	Micromonospora_sp.	28	Bacteria
44527	Micromonospora_sp.	28	Bacteria
44861	Micromonospora_sp.	28	Bacteria
44862	Micromonospora_sp.	28	Bacteria
44863	Micromonospora_sp.	28	Bacteria
44864	Micromonospora_sp.	28	Bacteria
44865	Micromonospora_sp.	28	Bacteria
44866	Micromonospora_sp.	28	Bacteria
44867	Micromonospora_sp.	28	Bacteria
44872	Micromonospora_sp.	28	Bacteria
44876	Micromonospora_sp.	28	Bacteria
45884	Micromonospora_sp.	28	Bacteria
45888	Micromonospora_sp.	28	Bacteria
46116	Micromonospora_sp.	28	Bacteria
46117	Micromonospora_sp.	28	Bacteria
46644	Micromonospora_sp.	28	Bacteria
45142	Micromonospora_tulbaghiae	28	Bacteria
45489	Micromonospora_tulbaghiae	28	Bacteria
43909	Micromonospora_viridifaciens	28	Bacteria
45709	Micromonospora_wenchangensis	28	Bacteria
45577	Micromonospora_yangpuensis	28	Bacteria
45600	Micromonospora_zamorensis	28	Bacteria
46367	Micropolyspora_sp.	28	Bacteria
15918	Micropruina_glycogenica	30	Bacteria
4236	Microscilla_marina	22	Bacteria
4133	Microscilla_sp.	25	Bacteria
10649	Microsporum_audouinii	30	Fungi
21997	Microsporum_audouinii	30	Fungi
10708	Microsporum_canis	30	Fungi
3824	Microsporum_gypseum	25	Fungi
11743	Microstroma_juglandis	20	Fungi
21772	Microterricola_viridarii	28	Bacteria
43841	Microtetraspora_fusca	28	Bacteria
43311	Microtetraspora_glauca	37	Bacteria
44579	Microtetraspora_malaysiensis	28	Bacteria
43174	Microtetraspora_niveoalba	37	Bacteria
44333	Microtetraspora_sp.	28	Bacteria
21343	Microvirga_aerilata	28	Bacteria
21344	Microvirga_aerophila	28	Bacteria
14364	Microvirga_subterranea	40	Bacteria
736	Microvirgula_aerodenitrificans	30	Bacteria
15089	Microvirgula_aerodenitrificans	28	Bacteria
70362	Millerozyma_farinosa	30	Fungi
3316	Millerozyma_farinosa	28	Fungi
2226	Millerozyma_farinosa	24	Fungi
44463	Millisia_brevis	28	Bacteria
10397	Mitrophora_semilibera	25	Fungi
10485	Mitrophora_semilibera	25	Fungi
13811	Mitsuokella_jalaludinii	37	Bacteria
20544	Mitsuokella_multacida	37	Bacteria
22762	Mobilicoccus_pelagius	25	Bacteria
26468	Mobilitalea_sibirica	37	Bacteria
2711	Mobiluncus_curtisii	37	Bacteria
23059	Mobiluncus_curtisii_subsp._curtisii	37	Bacteria
