DSM_No	Name	Recommended_T_(C)	Domain
22818	Cesiribacter_andamanensis	35	Bacteria
23941	Cetobacterium_somerae	37	Bacteria
3114	Chaetocladium_brefeldii	20	Fungi
62108	Chaetomidium_fimeti	20	Fungi
63132	Chaetomium_aureum	24	Fungi
1909	Chaetomium_cochliodes	24	Fungi
63353	Chaetomium_cochliodes	24	Fungi
3702	Chaetomium_cuniculorum	24	Fungi
2497	Chaetomium_funicola	24	Fungi
1962	Chaetomium_globosum	24	Fungi
2142	Chaetomium_globosum	24	Fungi
62109	Chaetomium_globosum	24	Fungi
62110	Chaetomium_globosum	24	Fungi
63377	Chaetomium_indicum	24	Fungi
1585	Chaetomium_mollicellum	26	Fungi
3703	Chaetomium_nigricolor	24	Fungi
62111	Chaetomium_nozdrenkoae	24	Fungi
1493	Chaetomium_thermophilum_var._coprophilum	45	Fungi
1494	Chaetomium_thermophilum_var._dissitum	45	Fungi
1495	Chaetomium_thermophilum_var._thermophilum	45	Fungi
1158	Chalara_aurea	24	Fungi
3188	Chalara_sp.	27	Fungi
8448	Chalciporus_piperatus	25	Fungi
6461	Chelatococcus_asaccharovorans	30	Bacteria
6462	Chelatococcus_asaccharovorans	30	Bacteria
22069	Chelatococcus_daeguensis	37	Bacteria
18167	Chelatococcus_sambhunathii	37	Bacteria
21697	Chelatococcus_sp.	28	Bacteria
6780	Chelatovorus_multitrophicus	30	Bacteria
9103	Chelatovorus_multitrophicus	28	Bacteria
21392	Chelonobacter_oris	37	Bacteria
24163	Chiayiivirga_flava	28	Bacteria
22217	Chitinibacter_alvei	28	Bacteria
15459	Chitinibacter_tainanensis	30	Bacteria
21506	Chitinilyticum_aquatile	28	Bacteria
21440	Chitinilyticum_litopenaei	35	Bacteria
17726	Chitinimonas_koreensis	28	Bacteria
18899	Chitinimonas_taiwanensis	28	Bacteria
29130	Chitinimonas_viridis	28	Bacteria
23277	Chitiniphilus_shinanonensis	28	Bacteria
27165	Chitinivorax_tropicus	37	Bacteria
3695	Chitinophaga_arvensicola	30	Bacteria
22224	Chitinophaga_eiseniae	30	Bacteria
527	Chitinophaga_filiformis	30	Bacteria
18108	Chitinophaga_ginsengisegetis	30	Bacteria
18107	Chitinophaga_ginsengisoli	30	Bacteria
13484	Chitinophaga_japonensis	30	Bacteria
24787	Chitinophaga_niabensis	28	Bacteria
24859	Chitinophaga_niastensis	28	Bacteria
2588	Chitinophaga_pinensis	22	Bacteria
2589	Chitinophaga_pinensis	22	Bacteria
21039	Chitinophaga_rupis	30	Bacteria
784	Chitinophaga_sancti	30	Bacteria
23857	Chitinophaga_skermanii	28	Bacteria
18078	Chitinophaga_sp.	30	Bacteria
23920	Chitinophaga_terrae	28	Bacteria
28544	Chlamydia_muridarum	37	Bacteria
19102	Chlamydia_trachomatis	37	Bacteria
19131	Chlamydia_trachomatis	37	Bacteria
19410	Chlamydia_trachomatis	37	Bacteria
19411	Chlamydia_trachomatis	37	Bacteria
19440	Chlamydia_trachomatis	37	Bacteria
27085	Chlamydophila_abortus	37	Bacteria
27654	Chlamydophila_abortus	37	Bacteria
19441	Chlamydophila_caviae	37	Bacteria
27655	Chlamydophila_caviae	37	Bacteria
26967	Chlamydophila_felis	37	Bacteria
27092	Chlamydophila_pecorum	37	Bacteria
19748	Chlamydophila_pneumoniae	37	Bacteria
27007	Chlamydophila_psittaci	37	Bacteria
27008	Chlamydophila_psittaci	37	Bacteria
1677	Chlorobaculum_limnaeum	25	Bacteria
263	Chlorobaculum_parvum	25	Bacteria
254	Chlorobaculum_sp.	25	Bacteria
257	Chlorobaculum_sp.	25	Bacteria
12025	Chlorobaculum_tepidum	47	Bacteria
249	Chlorobaculum_thiosulfatiphilum	25	Bacteria
13031	Chlorobium_ferrooxidans	25	Bacteria
245	Chlorobium_limicola	25	Bacteria
248	Chlorobium_limicola	25	Bacteria
258	Chlorobium_limicola	25	Bacteria
262	Chlorobium_luteolum	25	Bacteria
273	Chlorobium_luteolum	25	Bacteria
261	Chlorobium_phaeovibrioides	25	Bacteria
265	Chlorobium_phaeovibrioides	25	Bacteria
267	Chlorobium_phaeovibrioides	25	Bacteria
269	Chlorobium_phaeovibrioides	25	Bacteria
270	Chlorobium_phaeovibrioides	25	Bacteria
9485	Chloroflexus_aggregans	55	Bacteria
9486	Chloroflexus_aggregans	55	Bacteria
635	Chloroflexus_aurantiacus	48	Bacteria
636	Chloroflexus_aurantiacus	48	Bacteria
637	Chloroflexus_aurantiacus	48	Bacteria
638	Chloroflexus_aurantiacus	48	Bacteria
960	Choanephora_infundibulifera_var._cucurbitarum	26	Fungi
436	Chondromyces_apiculatus	30	Bacteria
14605	Chondromyces_apiculatus	30	Bacteria
53643	Chondromyces_apiculatus	28	Bacteria
14606	Chondromyces_crocatus	30	Bacteria
14714	Chondromyces_crocatus	30	Bacteria
14630	Chondromyces_lanuginosus	30	Bacteria
14631	Chondromyces_lanuginosus	30	Bacteria
14632	Chondromyces_lanuginosus	30	Bacteria
53748	Chondromyces_lanuginosus	28	Bacteria
14607	Chondromyces_pediculatus	30	Bacteria
14660	Chondromyces_pediculatus	30	Bacteria
14608	Chondromyces_robustus	30	Bacteria
14739	Chondromyces_robustus	30	Bacteria
53645	Chondromyces_robustus	28	Bacteria
53646	Chondromyces_robustus	28	Bacteria
53647	Chondromyces_robustus	28	Bacteria
4894	Chondrostereum_purpureum	25	Fungi
22607	Christensenella_minuta	37	Bacteria
23344	Chromatocurvus_halotolerans	28	Bacteria
19852	Chromobacterium_aquaticum	28	Bacteria
19808	Chromobacterium_haemolyticum	37	Bacteria
23278	Chromobacterium_piscinae	28	Bacteria
23279	Chromobacterium_pseudoviolaceum	28	Bacteria
11369	Chromobacterium_sp.	25	Bacteria
17043	Chromobacterium_subtsugae	28	Bacteria
25150	Chromobacterium_vaccinii	25	Bacteria
30191	Chromobacterium_violaceum	26	Bacteria
7218	Chromohalobacter_beijerinckii	26	Bacteria
6769	Chromohalobacter_canadensis	28	Bacteria
6768	Chromohalobacter_israelensis	28	Bacteria
6770	Chromohalobacter_marismortui	37	Bacteria
14323	Chromohalobacter_nigrandesensis	30	Bacteria
3043	Chromohalobacter_salexigens	30	Bacteria
6767	Chromohalobacter_salexigens	30	Bacteria
15547	Chromohalobacter_sarecensis	30	Bacteria
17047	Chryseobacterium_antarcticum	10	Bacteria
27619	Chryseobacterium_arachidis	28	Bacteria
25208	Chryseobacterium_arthrosphaerae	28	Bacteria
16775	Chryseobacterium_balustinum	30	Bacteria
19481	Chryseobacterium_bovis	30	Bacteria
19482	Chryseobacterium_bovis	30	Bacteria
19483	Chryseobacterium_bovis	30	Bacteria
17710	Chryseobacterium_caeni	28	Bacteria
25579	Chryseobacterium_carnipullorum	28	Bacteria
25580	Chryseobacterium_carnipullorum	28	Bacteria
25581	Chryseobacterium_carnipullorum	28	Bacteria
23144	Chryseobacterium_chaponense	28	Bacteria
23145	Chryseobacterium_chaponense	28	Bacteria
23031	Chryseobacterium_culicis	28	Bacteria
15235	Chryseobacterium_daecheongense	30	Bacteria
19388	Chryseobacterium_daeguense	28	Bacteria
14219	Chryseobacterium_defluvii	28	Bacteria
17452	Chryseobacterium_formosense	28	Bacteria
26000	Chryseobacterium_frigidisoli	20	Bacteria
18014	Chryseobacterium_gambrini	28	Bacteria
27617	Chryseobacterium_geocarposphaerae	28	Bacteria
27618	Chryseobacterium_geocarposphaerae	28	Bacteria
16776	Chryseobacterium_gleum	30	Bacteria
19109	Chryseobacterium_gregarium	25	Bacteria
19056	Chryseobacterium_haifense	28	Bacteria
25574	Chryseobacterium_hispalense	28	Bacteria
19326	Chryseobacterium_hominis	28	Bacteria
22165	Chryseobacterium_hominis	28	Bacteria
30866	Chryseobacterium_hominis	28	Bacteria
21580	Chryseobacterium_humi	28	Bacteria
19684	Chryseobacterium_hungaricum	28	Bacteria
16777	Chryseobacterium_indologenes	30	Bacteria
16778	Chryseobacterium_indoltheticum	30	Bacteria
19299	Chryseobacterium_jejuense	30	Bacteria
17048	Chryseobacterium_jeonii	10	Bacteria
16927	Chryseobacterium_joostei	30	Bacteria
25209	Chryseobacterium_koreense	28	Bacteria
18605	Chryseobacterium_luteum	25	Bacteria
18016	Chryseobacterium_molle	28	Bacteria
19055	Chryseobacterium_oranimense	28	Bacteria
18015	Chryseobacterium_pallidum	28	Bacteria
21579	Chryseobacterium_palustre	28	Bacteria
22249	Chryseobacterium_piperi	28	Bacteria
21068	Chryseobacterium_piscicola	15	Bacteria
25207	Chryseobacterium_piscium	28	Bacteria
16779	Chryseobacterium_scophthalmum	30	Bacteria
17126	Chryseobacterium_shigense	28	Bacteria
17072	Chryseobacterium_soldanellicola	30	Bacteria
19298	Chryseobacterium_soli	30	Bacteria
22468	Chryseobacterium_solincola	28	Bacteria
5567	Chryseobacterium_sp.	30	Bacteria
2810	Chryseobacterium_sp.	28	Bacteria
2811	Chryseobacterium_sp.	28	Bacteria
18018	Chryseobacterium_sp.	28	Bacteria
18120	Chryseobacterium_sp.	28	Bacteria
22579	Chryseobacterium_sp.	28	Bacteria
30639	Chryseobacterium_sp.	28	Bacteria
17071	Chryseobacterium_taeanense	30	Bacteria
17453	Chryseobacterium_taichungense	28	Bacteria
22251	Chryseobacterium_treverense	28	Bacteria
18017	Chryseobacterium_ureilyticum	28	Bacteria
25206	Chryseobacterium_vrystaatense	28	Bacteria
17724	Chryseobacterium_wanjuense	28	Bacteria
27623	Chryseobacterium_zeae	28	Bacteria
23889	Chryseoglobus_frigidaquae	28	Bacteria
24574	Chryseolinea_serpens	25	Bacteria
23442	Chryseomicrobium_amylolyticum	30	Bacteria
11915	Chrysiogenes_arsenatis	28	Bacteria
16514	Chrysonila_sitophila	22	Fungi
3122	Chrysosporium_keratinophilum	25	Fungi
4378	Chrysosporium_xerophilum	30	Fungi
22515	Chthoniobacter_flavus	25	Bacteria
23976	Chthonomonas_calidirosea	60	Bacteria
25528	Ciceribacter_lividus	28	Bacteria
3487	Circinella_rigida	22	Fungi
70187	Citeromyces_matritensis	25	Fungi
22011	Citreicella_aestuarii	28	Bacteria
26424	Citreicella_marina	30	Bacteria
10146	Citreicella_thiooxidans	28	Bacteria
26880	Citreimonas_salinaria	30	Bacteria
15665	Citricoccus_alkalitolerans	28	Bacteria
14442	Citricoccus_muralis	28	Bacteria
23311	Citricoccus_nitrophenolicus	28	Bacteria
22055	Citricoccus_parietis	28	Bacteria
15393	Citricoccus_sp.	28	Bacteria
15394	Citricoccus_sp.	28	Bacteria
18783	Citricoccus_sp.	28	Bacteria
23847	Citricoccus_zhacaiensis	28	Bacteria
4593	Citrobacter_amalonaticus	30	Bacteria
17596	Citrobacter_braakii	30	Bacteria
30040	Citrobacter_braakii	30	Bacteria
17655	Citrobacter_farmeri	30	Bacteria
24397	Citrobacter_freundii	37	Bacteria
25735	Citrobacter_freundii	37	Bacteria
30039	Citrobacter_freundii	30	Bacteria
15979	Citrobacter_freundii	28	Bacteria
13694	Citrobacter_gillenii	37	Bacteria
46297	Citrobacter_koseri	37	Bacteria
4570	Citrobacter_koseri	30	Bacteria
4595	Citrobacter_koseri	30	Bacteria
4596	Citrobacter_koseri	30	Bacteria
13695	Citrobacter_murliniae	37	Bacteria
16636	Citrobacter_rodentium	37	Bacteria
17674	Citrobacter_sedlakii	30	Bacteria
46298	Citrobacter_sp.	37	Bacteria
46299	Citrobacter_sp.	37	Bacteria
30041	Citrobacter_sp.	30	Bacteria
30042	Citrobacter_sp.	30	Bacteria
30044	Citrobacter_sp.	30	Bacteria
30045	Citrobacter_sp.	30	Bacteria
30046	Citrobacter_sp.	30	Bacteria
30047	Citrobacter_sp.	30	Bacteria
30048	Citrobacter_sp.	30	Bacteria
30049	Citrobacter_sp.	30	Bacteria
30050	Citrobacter_sp.	30	Bacteria
30043	Citrobacter_sp.	28	Bacteria
17579	Citrobacter_werkmanii	30	Bacteria
30820	Citrobacter_werkmanii	28	Bacteria
17578	Citrobacter_youngae	30	Bacteria
15393	Citrococcus_sp.	28	Bacteria
15394	Citrococcus_sp.	28	Bacteria
18783	Citrococcus_sp.	28	Bacteria
11940	Cladobotryum_mycophilum	22	Fungi
12235	Cladobotryum_semicirculare	22	Fungi
12324	Cladobotryum_virescens	25	Fungi
62119	Cladorrhinum_foecundissimum	24	Fungi
62121	Cladosporium_cladosporioides	24	Fungi
19653	Cladosporium_cladosporioides	22	Fungi
62122	Cladosporium_cucumerinum	24	Fungi
63422	Cladosporium_herbarum	24	Fungi
19650	Cladosporium_herbarum	22	Fungi
63325	Cladosporium_macrocarpum	24	Fungi
832	Cladosporium_sp.	26	Fungi
340	Clavibacter_michiganensis_subsp._insidiosus	30	Bacteria
20157	Clavibacter_michiganensis_subsp._insidiosus	30	Bacteria
20134	Clavibacter_michiganensis_subsp._michiganensis	30	Bacteria
46294	Clavibacter_michiganensis_subsp._michiganensis	28	Bacteria
46364	Clavibacter_michiganensis_subsp._michiganensis	28	Bacteria
7483	Clavibacter_michiganensis_subsp._nebraskensis	28	Bacteria
20400	Clavibacter_michiganensis_subsp._nebraskensis	28	Bacteria
20401	Clavibacter_michiganensis_subsp._nebraskensis	28	Bacteria
20744	Clavibacter_michiganensis_subsp._sepedonicus	30	Bacteria
46300	Clavibacter_michiganensis_subsp._sepedonicus	28	Bacteria
46301	Clavibacter_michiganensis_subsp._sepedonicus	28	Bacteria
46302	Clavibacter_michiganensis_subsp._sepedonicus	28	Bacteria
46304	Clavibacter_michiganensis_subsp._sepedonicus	28	Bacteria
1757	Clavibacter_michiganensis_subsp._sepedonicus	26	Bacteria
20741	Clavibacter_michiganensis_subsp._tessellarius	30	Bacteria
6685	Clavibacter_sp.	30	Bacteria
2942	Claviceps_fusiformis	24	Fungi
5721	Claviceps_fusiformis	22	Fungi
5722	Claviceps_fusiformis	22	Fungi
833	Claviceps_paspali	26	Fungi
883	Claviceps_paspali	24	Fungi
884	Claviceps_paspali	24	Fungi
885	Claviceps_paspali	24	Fungi
714	Claviceps_purpurea	26	Fungi
715	Claviceps_purpurea	26	Fungi
716	Claviceps_purpurea	26	Fungi
26190	Claviceps_purpurea	23	Fungi
3488	Claviceps_purpurea	22	Fungi
882	Claviceps_viridis	24	Fungi
70102	Clavispora_lusitaniae	25	Fungi
44578	Clavisporangium_rectum	28	Bacteria
5071	Climacocystis_borealis	22	Fungi
9798	Climacodon_pulcherrimus	25	Fungi
4406	Clitocybe_ditopa	25	Fungi
8517	Clitocybe_gibba	25	Fungi
8332	Clitocybe_lignatilis	25	Fungi
8331	Clitocybe_nebularis	25	Fungi
4438	Clitocybe_nebularis	20	Fungi
8303	Clitocybe_nebularis	20	Fungi
8518	Clitocybe_odora	25	Fungi
1750	Clitocybe_odora	21	Fungi
11238	Clitocybula_dusenii	25	Fungi
901	Clitopilus_passeckerianus	26	Fungi
1602	Clitopilus_passeckerianus	24	Fungi
1745	Clitopilus_prunulus	24	Fungi
19522	Cloacibacillus_evryensis	37	Bacteria
25858	Cloacibacillus_porcorum	37	Bacteria
15886	Cloacibacterium_normanense	35	Bacteria
22131	Clostridiisalibacter_paucivorans	40	Bacteria
1496	Clostridium_aceticum	30	Bacteria
10703	Clostridium_acetireducens	37	Bacteria
792	Clostridium_acetobutylicum	37	Bacteria
1731	Clostridium_acetobutylicum	37	Bacteria
1732	Clostridium_acetobutylicum	37	Bacteria
1733	Clostridium_acetobutylicum	37	Bacteria
1737	Clostridium_acetobutylicum	37	Bacteria
1738	Clostridium_acetobutylicum	37	Bacteria
6228	Clostridium_acetobutylicum	35	Bacteria
4685	Clostridium_acetobutylicum	30	Bacteria
12555	Clostridium_acidisoli	30	Bacteria
17425	Clostridium_aciditolerans	37	Bacteria
604	Clostridium_acidurici	37	Bacteria
10158	Clostridium_acidurici	37	Bacteria
10159	Clostridium_acidurici	37	Bacteria
10160	Clostridium_acidurici	37	Bacteria
10161	Clostridium_acidurici	37	Bacteria
5434	Clostridium_aerotolerans	37	Bacteria
19521	Clostridium_aestuarii	30	Bacteria
12554	Clostridium_akagii	20	Bacteria
19262	Clostridium_aldenense	37	Bacteria
6159	Clostridium_aldrichii	35	Bacteria
15099	Clostridium_algidicarnis	22	Bacteria
12273	Clostridium_algidixylanolyticum	20	Bacteria
16153	Clostridium_algoriphilum	5	Bacteria
17461	Clostridium_alkalicellulosi	35	Bacteria
10710	Clostridium_aminophilum	37	Bacteria
1283	Clostridium_aminovalericum	37	Bacteria
12857	Clostridium_amygdalinum	45	Bacteria
21864	Clostridium_amylolyticum	37	Bacteria
23575	Clostridium_arbusti	35	Bacteria
15981	Clostridium_asparagiforme	37	Bacteria
793	Clostridium_aurantibutyricum	37	Bacteria
10061	Clostridium_autoethanogenum	37	Bacteria
601	Clostridium_baratii	37	Bacteria
602	Clostridium_baratii	37	Bacteria
1401	Clostridium_baratii	37	Bacteria
51	Clostridium_beijerinckii	37	Bacteria
53	Clostridium_beijerinckii	37	Bacteria
552	Clostridium_beijerinckii	37	Bacteria
791	Clostridium_beijerinckii	37	Bacteria
1739	Clostridium_beijerinckii	37	Bacteria
1820	Clostridium_beijerinckii	37	Bacteria
13821	Clostridium_beijerinckii	37	Bacteria
6422	Clostridium_beijerinckii	35	Bacteria
6423	Clostridium_beijerinckii	35	Bacteria
630	Clostridium_bifermentans	37	Bacteria
631	Clostridium_bifermentans	37	Bacteria
13560	Clostridium_bifermentans	37	Bacteria
14991	Clostridium_bifermentans	37	Bacteria
15670	Clostridium_bolteae	37	Bacteria
25664	Clostridium_bornimense	35	Bacteria
14206	Clostridium_bowmanii	15	Bacteria
6566	Clostridium_butyricum	37	Bacteria
10702	Clostridium_butyricum	37	Bacteria
2477	Clostridium_butyricum	30	Bacteria
2478	Clostridium_butyricum	30	Bacteria
25047	Clostridium_butyricum	30	Bacteria
1284	Clostridium_cadaveris	37	Bacteria
19027	Clostridium_caenicola	55	Bacteria
15212	Clostridium_caminithermale	42	Bacteria
15243	Clostridium_carboxidivorans	35	Bacteria
1293	Clostridium_carnis	37	Bacteria
21758	Clostridium_cavendishii	35	Bacteria
1785	Clostridium_celatum	37	Bacteria
5628	Clostridium_celerecrescens	35	Bacteria
1351	Clostridium_cellobioparum	37	Bacteria
5812	Clostridium_cellulolyticum	35	Bacteria
3052	Clostridium_cellulovorans	37	Bacteria
5482	Clostridium_chartatabidum	37	Bacteria
7528	Clostridium_chauvoei	37	Bacteria
23318	Clostridium_chromiireducens	30	Bacteria
19261	Clostridium_citroniae	37	Bacteria
19732	Clostridium_clariflavum	55	Bacteria
933	Clostridium_clostridioforme	37	Bacteria
666	Clostridium_cochlearium	37	Bacteria
667	Clostridium_cochlearium	37	Bacteria
1285	Clostridium_cochlearium	37	Bacteria
2153	Clostridium_cochlearium	37	Bacteria
3588	Clostridium_cochlearium	37	Bacteria
1551	Clostridium_cocleatum	37	Bacteria
13634	Clostridium_colicanis	37	Bacteria
6011	Clostridium_colinum	35	Bacteria
3089	Clostridium_collagenovorans	37	Bacteria
605	Clostridium_cylindrosporum	37	Bacteria
10157	Clostridium_cylindrosporum	37	Bacteria
10162	Clostridium_cylindrosporum	37	Bacteria
10163	Clostridium_cylindrosporum	37	Bacteria
10164	Clostridium_cylindrosporum	37	Bacteria
27086	Clostridium_dakarense	37	Bacteria
1296	Clostridium_difficile	37	Bacteria
12056	Clostridium_difficile	37	Bacteria
12057	Clostridium_difficile	37	Bacteria
27147	Clostridium_difficile	37	Bacteria
27543	Clostridium_difficile	37	Bacteria
27544	Clostridium_difficile	37	Bacteria
28645	Clostridium_difficile	37	Bacteria
15410	Clostridium_diolis	37	Bacteria
5521	Clostridium_disporicum	37	Bacteria
12750	Clostridium_drakei	30	Bacteria
14770	Clostridium_drakei	25	Bacteria
8809	Clostridium_estertheticum_subsp._estertheticum	10	Bacteria
14864	Clostridium_estertheticum_subsp._laramiense	10	Bacteria
2631	Clostridium_fallax	37	Bacteria
794	Clostridium_felsineum	37	Bacteria
9179	Clostridium_fimetarium	20	Bacteria
92	Clostridium_formicaceticum	37	Bacteria
94	Clostridium_formicaceticum	37	Bacteria
95	Clostridium_formicaceticum	37	Bacteria
96	Clostridium_formicaceticum	37	Bacteria
97	Clostridium_formicaceticum	37	Bacteria
98	Clostridium_formicaceticum	37	Bacteria
99	Clostridium_formicaceticum	37	Bacteria
100	Clostridium_formicaceticum	37	Bacteria
12271	Clostridium_frigidicarnis	30	Bacteria
14204	Clostridium_frigoris	6	Bacteria
18771	Clostridium_ganghwense	35	Bacteria
12272	Clostridium_gasigenes	20	Bacteria
24240	Clostridium_geopurificans	30	Bacteria
15049	Clostridium_ghonii	37	Bacteria
17593	Clostridium_glycyrrhizinilyticum	37	Bacteria
8605	Clostridium_grantii	28	Bacteria
5565	Clostridium_haemolyticum	37	Bacteria
5387	Clostridium_halophilum	35	Bacteria
14428	Clostridium_herbivorans	37	Bacteria
13275	Clostridium_hiranonis	37	Bacteria
627	Clostridium_histolyticum	37	Bacteria
1126	Clostridium_histolyticum	37	Bacteria
2158	Clostridium_histolyticum	37	Bacteria
5847	Clostridium_homopropionicum	35	Bacteria
14427	Clostridium_hungatei	30	Bacteria
21757	Clostridium_hydrogeniformans	35	Bacteria
15053	Clostridium_hylemonae	37	Bacteria
755	Clostridium_indolis	37	Bacteria
1286	Clostridium_innocuum	37	Bacteria
22910	Clostridium_innocuum	37	Bacteria
6191	Clostridium_intestinale	37	Bacteria
16614	Clostridium_intestinale	30	Bacteria
15098	Clostridium_isatidis	37	Bacteria
15929	Clostridium_jejuense	30	Bacteria
25723	Clostridium_josui	45	Bacteria
555	Clostridium_kluyveri	37	Bacteria
556	Clostridium_kluyveri	37	Bacteria
557	Clostridium_kluyveri	37	Bacteria
562	Clostridium_kluyveri	37	Bacteria
563	Clostridium_kluyveri	37	Bacteria
564	Clostridium_kluyveri	37	Bacteria
14214	Clostridium_lactatifermentans	37	Bacteria
14205	Clostridium_lacusfryxellense	10	Bacteria
19851	Clostridium_lavalense	35	Bacteria
753	Clostridium_leptum	37	Bacteria
1400	Clostridium_limosum	37	Bacteria
5388	Clostridium_litorale	30	Bacteria
13528	Clostridium_ljungdahlii	37	Bacteria
17049	Clostridium_lundense	37	Bacteria
2767	Clostridium_magnum	30	Bacteria
13769	Clostridium_magnum	30	Bacteria
1127	Clostridium_malenominatum	37	Bacteria
1289	Clostridium_mangenotii	26	Bacteria
5476	Clostridium_methylpentosum	37	Bacteria
3847	Clostridium_neopropionicum	30	Bacteria
1787	Clostridium_nexile	37	Bacteria
21057	Clostridium_nitrophenolicum	30	Bacteria
5566	Clostridium_novyi	37	Bacteria
14992	Clostridium_novyi	37	Bacteria
1290	Clostridium_oceanicum	37	Bacteria
1287	Clostridium_oroticum	37	Bacteria
2782	Clostridium_papyrosolvens	25	Bacteria
7308	Clostridium_paradoxum	55	Bacteria
8681	Clostridium_paradoxum	55	Bacteria
661	Clostridium_paraputrificum	37	Bacteria
2630	Clostridium_paraputrificum	37	Bacteria
46280	Clostridium_paraputrificum	37	Bacteria
10364	Clostridium_pascui	37	Bacteria
10365	Clostridium_pascui	37	Bacteria
10366	Clostridium_pascui	37	Bacteria
10367	Clostridium_pascui	37	Bacteria
525	Clostridium_pasteurianum	37	Bacteria
526	Clostridium_pasteurianum	37	Bacteria
9989	Clostridium_pasteurianum	37	Bacteria
12136	Clostridium_pasteurianum	30	Bacteria
12505	Clostridium_peptidivorans	37	Bacteria
628	Clostridium_perfringens	37	Bacteria
756	Clostridium_perfringens	37	Bacteria
798	Clostridium_perfringens	37	Bacteria
2943	Clostridium_perfringens	37	Bacteria
11778	Clostridium_perfringens	37	Bacteria
11779	Clostridium_perfringens	37	Bacteria
11780	Clostridium_perfringens	37	Bacteria
11781	Clostridium_perfringens	37	Bacteria
11782	Clostridium_perfringens	37	Bacteria
11783	Clostridium_perfringens	37	Bacteria
11784	Clostridium_perfringens	37	Bacteria
11785	Clostridium_perfringens	37	Bacteria
11786	Clostridium_perfringens	37	Bacteria
25589	Clostridium_perfringens	37	Bacteria
30770	Clostridium_perfringens	37	Bacteria
18823	Clostridium_phytofermentans	30	Bacteria
1801	Clostridium_polysaccharolyticum	37	Bacteria
7093	Clostridium_populeti	37	Bacteria
5832	Clostridium_populeti	35	Bacteria
1682	Clostridium_propionicum	35	Bacteria
6251	Clostridium_propionicum	30	Bacteria
3090	Clostridium_proteolyticum	37	Bacteria
14207	Clostridium_psychrophilum	4	Bacteria
2619	Clostridium_puniceum	30	Bacteria
10156	Clostridium_purinilyticum	37	Bacteria
1384	Clostridium_purinilyticum	35	Bacteria
1291	Clostridium_putrefaciens	26	Bacteria
6736	Clostridium_quinii	37	Bacteria
15248	Clostridium_ragsdalei	35	Bacteria
1402	Clostridium_ramosum	37	Bacteria
1295	Clostridium_rectum	37	Bacteria
7320	Clostridium_roseum	37	Bacteria
6424	Clostridium_roseum	35	Bacteria
13864	Clostridium_saccharobutylicum	35	Bacteria
17460	Clostridium_saccharogumia	37	Bacteria
2544	Clostridium_saccharolyticum	37	Bacteria
2152	Clostridium_saccharoperbutylacetonicum	35	Bacteria
14923	Clostridium_saccharoperbutylacetonicum	30	Bacteria
599	Clostridium_sardiniense	37	Bacteria
600	Clostridium_sardiniense	37	Bacteria
2632	Clostridium_sardiniense	37	Bacteria
1292	Clostridium_sartagoforme	37	Bacteria
17125	Clostridium_sartagoforme	37	Bacteria
757	Clostridium_scatologenes	37	Bacteria
17394	Clostridium_schirmacherense	20	Bacteria
5676	Clostridium_scindens	35	Bacteria
25507	Clostridium_senegalense	37	Bacteria
7534	Clostridium_septicum	37	Bacteria
2141	Clostridium_sordellii	37	Bacteria
2335	Clostridium_sp.	55	Bacteria
2575	Clostridium_sp.	55	Bacteria
7072	Clostridium_sp.	55	Bacteria
6645	Clostridium_sp.	45	Bacteria
754	Clostridium_sp.	37	Bacteria
1786	Clostridium_sp.	37	Bacteria
1975	Clostridium_sp.	37	Bacteria
3268	Clostridium_sp.	37	Bacteria
4029	Clostridium_sp.	37	Bacteria
6646	Clostridium_sp.	37	Bacteria
6647	Clostridium_sp.	37	Bacteria
8245	Clostridium_sp.	37	Bacteria
8431	Clostridium_sp.	37	Bacteria
11322	Clostridium_sp.	37	Bacteria
11329	Clostridium_sp.	37	Bacteria
11765	Clostridium_sp.	37	Bacteria
11869	Clostridium_sp.	37	Bacteria
13576	Clostridium_sp.	37	Bacteria
15346	Clostridium_sp.	37	Bacteria
15348	Clostridium_sp.	37	Bacteria
16654	Clostridium_sp.	37	Bacteria
30835	Clostridium_sp.	37	Bacteria
46282	Clostridium_sp.	37	Bacteria
523	Clostridium_sp.	35	Bacteria
2634	Clostridium_sp.	35	Bacteria
1985	Clostridium_sp.	30	Bacteria
5905	Clostridium_sp.	30	Bacteria
5906	Clostridium_sp.	30	Bacteria
5907	Clostridium_sp.	30	Bacteria
10510	Clostridium_sp.	30	Bacteria
10612	Clostridium_sp.	30	Bacteria
10643	Clostridium_sp.	30	Bacteria
11261	Clostridium_sp.	30	Bacteria
15498	Clostridium_sp.	30	Bacteria
15728	Clostridium_sp.	30	Bacteria
17592	Clostridium_sp.	30	Bacteria
5671	Clostridium_sp.	28	Bacteria
6876	Clostridium_sp.	28	Bacteria
6877	Clostridium_sp.	28	Bacteria
16988	Clostridium_sp.	25	Bacteria
15427	Clostridium_sp.	20	Bacteria
614	Clostridium_sphenoides	37	Bacteria
632	Clostridium_sphenoides	37	Bacteria
1225	Clostridium_sphenoides	35	Bacteria
1552	Clostridium_spiroforme	37	Bacteria
633	Clostridium_sporogenes	37	Bacteria
634	Clostridium_sporogenes	37	Bacteria
767	Clostridium_sporogenes	37	Bacteria
795	Clostridium_sporogenes	37	Bacteria
1446	Clostridium_sporogenes	37	Bacteria
1664	Clostridium_sporogenes	37	Bacteria
